brand,model,screenSize,screenTech,energyConsumption,star
hisense,75U7HAU,75,LED,599,5
hisense,75U7HNZ,75,LED,599,5
hisense,75U7H series,75,LED,599,5
hisense,75U80HAU,75,LED,955,3
hisense,75U6KAU,75,LED,599,5
hisense,75U6KNZ,75,LED,599,5
hisense,75U6K series,75,LED,599,5
hisense,75S8,75,LED,482,6
hisense,75Q8,75,LED,598,5
hisense,75U80G,75,LED,1060,2.5
hisense,75U7G,75,LED,684,4.5
hisense,75U90G,75,LED,1190,2
hisense,75A7KAU,75,LED,489,6
hisense,75A7KNZ,75,LED,489,6
hisense,75A7K series,75,LED,489,6
hisense,75U7KAU,75,LED,612,5
hisense,75U7KNZ,75,LED,612,5
hisense,75U7K series,75,LED,612,5
hisense,75U8KAU,75,LED,639,4.5
hisense,75U8KNZ,75,LED,639,4.5
hisense,75U8K series,75,LED,639,4.5
hisense,75UXAU,75,LED,719,4
hisense,75UXNZ,75,LED,719,4
hisense,75UX series,75,LED,719,4
hisense,75U7NAU,75,LED,659,4.5
hisense,75U7NNZ,75,LED,659,4.5
hisense,75U7N series,75,LED,659,4.5
hisense,75U6NAU,75,LED,547,5.5
hisense,75U6NNZ,75,LED,547,5.5
hisense,75U6N series,75,LED,547,5.5
hisense,75Q6NAU,75,LED,489,6
hisense,75Q6NNZ,75,LED,489,6
hisense,75Q6N series,75,LED,489,6
hisense,75U8NAU,75,LED,720,4
hisense,85Q8,85,LED,860,4.5
hisense,85S8,85,LED,762,5
hisense,85U7G,85,LED,952,4
hisense,85U8G,85,LED,952,4
hisense,85U80G,85,LED,1088,3.5
hisense,85A7G,85,LED,698,5.5
hisense,85A7HAU,85,LED,698,5.5
hisense,85A7HNZ,85,LED,698,5.5
hisense,85A7H series,85,LED,698,5.5
hisense,85U7HAU,85,LED,868,4.5
hisense,85U7HNZ,85,LED,868,4.5
hisense,85U7H series,85,LED,868,4.5
hisense,85A7KAU,85,LED,696,5.5
hisense,85A7KNZ,85,LED,696,5.5
hisense,85A7K series,85,LED,696,5.5
hisense,85U7KAU,85,LED,859,4.5
hisense,85U7KNZ,85,LED,859,4.5
hisense,85U7K series,85,LED,859,4.5
hisense,85UXAU,85,LED,780,5
hisense,85UXNZ,85,LED,780,5
hisense,85UX series,85,LED,780,5
hisense,85U7NAU,85,LED,829,4.5
hisense,85U7NNZ,85,LED,829,4.5
hisense,85U7N series,85,LED,829,4.5
hisense,85U6NAU,85,LED,780,5
hisense,85U6NNZ,85,LED,780,5
hisense,85U6N series,85,LED,780,5
hisense,85Q6NAU,85,LED,696,5.5
hisense,85Q6NNZ,85,LED,696,5.5
hisense,85Q6N series,85,LED,696,5.5
hisense,85U8NAU,85,LED,1079,3.5
hisense,98U7HNZ,98,LED,1028,5
hisense,98U7HAU,98,LED,1028,5
hisense,98U7H series,98,LED,1028,5
hisense,100S8,100,LED,846,6
hisense,100U7KAU,100,LED,955,5.5
hisense,100U7KNZ,100,LED,955,5.5
hisense,100U7K series,100,LED,955,5.5
hisense,100Q7NAU,100,LED,999,5
hitachi,32HDSM8,31,LCD,104,6
hitachi,32HDGTV,32,LCD,105,6
hitachi,40FHDGTV,40,LCD,151,6
hitachi,42FHDSM20,41,LED,160,6
hitachi,50QLEDSM20,49,LED,226,6
hitachi,55QLEDSM20,55,LED,271,6
hitachi,58QLEDSM20,57,LCD,298,6
hitachi,65QLEDSM20,65,LED,370,6
hitachi,75QLEDSM20,74,LCD,485,6
hubbl,LT065A-04-FXTL,65,LED,240,7
hubbl glass,LT043A-04-FXTL,43,LED,200,5
hubbl glass,LT055A-04-FXTL,55,LED,240,6
hyundai,H50LK68,50,LED,276,5
hyundai,H50UHDQLDZEN,50,LED,227,6
hyundai,H55UHDQLDZEN,55,LED,268,6
hyundai,H65UHDQLDZEN,65,LED,373,6
hyundai,H75WK31,75,LED,750,4
hyundai,H75UHDQLDZEN,75,LED,477,6
iluma,ILU-SMARTTV24-DVD,24,LCD,112,3.5
iluma,VK2401D,24,LCD,112,3.5
iluma,VK2402D,24,LCD,112,3.5
iluma,VK2403D,24,LCD,112,3.5
iluma,VK2404D,24,LCD,112,3.5
iluma,VK2405D,24,LCD,112,3.5
iluma,"ILU-SMARTTV24-DVD, VK2401D, VK2402D, VK2403D, VK2404D, VK2405D",24,LCD,112,3.5
iluma,ILU-SMARTTV32-DVD,32,LCD,119,5
iluma,VK3201D,32,LCD,119,5
iluma,VK3202D,32,LCD,119,5
iluma,VK3203D,32,LCD,119,5
iluma,VK3204D,32,LCD,119,5
iluma,VK3205D,32,LCD,119,5
iluma,"ILU-SMARTTV32-DVD, VK3201D, VK3202D; VK3203D, VK3204D, VK3205D",32,LCD,119,5
jvc,AV-J243145A,24,LED,70,5.5
jvc,LT-32N3115AM,31,LCD,130,5
jvc,LT-32N3115A,31,LED,104,6
jvc,LT-32N3115A11E,31,LED,130,5
jvc,AV-J323142A,32,LCD,145,4.5
jvc,LT-32N3135A,32,LED,110,5.5
jvc,AV-J323135A,32,LED,110,5.5
jvc,LT-32ND35A2,32,LED,150,4
jvc,LT-32ND35AS,32,LED,145,4.5
jvc,AV-H323115A,32,LED,130,5
jvc,LT-32NQ5155A,32,LED,110,5.5
jvc,LT-32N3115A11N,32,LCD,108,5.5
jvc,AV-H323115A11N,32,LCD,108,5.5
jvc,AV-H323115A11,32,LCD,118,5.5
jvc,LT-32N3115A11,32,LCD,118,5.5
jvc,LT-40N5115A,39,LED,148,6
jvc,LT-40N5155A,40,LED,198,4.5
jvc,LT-40N5115AM,40,LED,151,6
jvc,LT-40N5115A11E,40,LED,210,4.5
jvc,LT-40N5115A11,40,LCD,186,5
jvc,LT-40N7145A,40,LED,259,3.5
jvc,LT-42N5125A,41,LCD,230,4.5
jvc,LT-42NQ5155A,42,LCD,150,6
jvc,LT-43N7125A,42,LCD,235,4.5
jvc,LT-43N5135A,42,LCD,205,5
jvc,AV-H437115A,42,LED,235,4.5
jvc,AV-H437115A11,42,LCD,269,4
jvc,LT-43N5135AE,42,LED,229,4.5
jvc,AV-H437115A11N,42,LCD,212,5
jvc,LT-43NQ5155A,42,LED,163,6
jvc,LT-43N5135AN,43,LCD,196,5
jvc,LT-50NQ7115A11,49,LCD,253,5
jvc,LT-50N7145A,49,LCD,376,3.5
jvc,LT-50NQ7115A,49,LCD,354,4
jvc,LT-50N7115A,49,LED,265,5
jvc,LT-50N7145AE,49,LED,210,6
jvc,LT-50NQ7145AN,49,LCD,407,3
jvc,AV-HQ507115A,50,LED,256,5
jvc,LT-50NQ7145A,50,LED,210,6
jvc,LT-50NQ7145AE,50,LED,210,6
jvc,AV-HQ507115A11,50,LCD,374,3.5
jvc,AV-H557135A11,54,LCD,375,4.5
jvc,LT-55N7115A11,54,LCD,375,4.5
jvc,LT-55N7115A11E,55,LED,247,6
jvc,LT-55N7115A,55,LED,320,5
jvc,LT-55NQ7105A11,55,LCD,330,5
jvc,LT-55NQ7105AT,55,LED,270,6
jvc,AV-HQ557115A,55,LED,320,5
jvc,LT-55NQ7105AT2,55,LED,320,5
jvc,LT-55NQ7145A,55,LCD,464,3.5
jvc,LT-55NQ7145AN,55,LCD,358,4.5
jvc,LT-55NQ7105AM,55,LCD,400,4
jvc,AV-AQ557155A,55,LED,247,6
jvc,LT-55NQ7155A,55,LED,247,6
jvc,LT-55NQ7155AW,55,LED,247,6
jvc,LT-55NQ7155AX,55,LED,247,6
jvc,AQ557155A series,55,LED,247,6
jvc,LT-55N7115AM,55,LED,360,4.5
jvc,LT-55N7125A,55,LCD,430,3.5
jvc,LT-58N7115A,57,LCD,468,4
jvc,AV-H587115A,57,LED,468,4
jvc,LT-58N7105AS,58,LED,357,5
jvc,AV-H657115A11,64,LCD,512,4.5
jvc,LT-65N7115A11,64,LCD,512,4.5
jvc,NA,64,LCD,512,4.5
jvc,LT-65N7115AM,64,LED,370,6
jvc,AV-H657115A,64,LED,580,4
jvc,LT-65N7115A,64,LED,499,4.5
jvc,LT-65N7115A11E,64,LED,415,5.5
jvc,AV-AQ657155A,64,LED,448,5
jvc,LT-65NQ7155A,64,LED,448,5
jvc,LT-65NQ7155AW,64,LED,448,5
jvc,LT-65NQ7155AX,64,LED,448,5
jvc,AQ657155 series,64,LED,448,5
jvc,AV-HQ657115A,65,LED,430,5
jvc,LT-75N7125A11,74,LCD,811,3.5
jvc,LT-75N7125A,74,LED,758,4
jvc,AV-JQ757115AE,75,LED,466,6
jvc,AV-JQ757115A series,75,LED,466,6
jvc,AV-JQ757115A,75,LED,431,6
jvc,AV-J987145A,98,LED,872,5.5
kodak,KD32WOS2,32,LCD,90,6
kodak,KD40WOS2,39,LCD,150,6
kodak,KD55WOS2,55,LCD,256,6
kodak,KD65G11,64,LCD,358,6
kodak,KD65WOS2,65,LED,367,6
kogan,KALED19PRIZE,19,LCD,62,5
kogan,KALED19PRIZB,19,LED,62,5
kogan,KALED19PRIZC,19,LED,62,5
kogan,KALED19PRIZD,19,LED,62,5
kogan,KALED22F5ZA,22,LCD,95,3.5
kogan,KALED22F5ZB,22,LCD,95,3.5
kogan,KALED22F5ZC,22,LCD,95,3.5
kogan,KALED22F5ZD,22,LCD,95,3.5
kogan,KALED22F5Z*,22,LCD,95,3.5
kogan,KALED24RH9310STA,24,LED,68,6
kogan,KALED24R98TA,24,LED,67,6
kogan,KALED24R98TB,24,LED,67,6
kogan,KALED24R98TC,24,LED,67,6
kogan,KALED24R98TD,24,LED,67,6
kogan,KALED24R98TE,24,LED,67,6
kogan,KALED24R98T*,24,LED,67,6
kogan,KALED24D96SQA,24,LED,95,4.5
kogan,KALED24D96SQB,24,LED,95,4.5
kogan,KALED24D96SQC,24,LED,95,4.5
kogan,KALED24D96SQD,24,LED,95,4.5
kogan,**********24**********,24,LED,95,4.5
kogan,KALED24DH65NA,24,LCD,94,4.5
kogan,KALED24DH65NB,24,LCD,94,4.5
kogan,KALED24DH65NC,24,LCD,94,4.5
kogan,KALED24DH65ND,24,LCD,94,4.5
kogan,KALED24DH65NE,24,LCD,94,4.5
kogan,D236GV68C-T2C,24,LCD,94,4.5
kogan,KALED24D95SNA,24,LCD,83,5
kogan,KALED24D95SNB,24,LCD,83,5
kogan,KALED24D95SNC,24,LCD,83,5
kogan,KALED24D95SND,24,LCD,83,5
kogan,KALED24D95SNE,24,LCD,83,5
kogan,D236GV66C-T2C-W,24,LCD,83,5
kogan,*24*,24,LCD,83,5
kogan,KALED24EH6100DVA,24,LED,68,6
kogan,KALED24DH5100VA,24,LED,68,6
kogan,KALED24EH6200QA,24,LED,77,5
kogan,KALED24EH6200QB,24,LED,77,5
kogan,KALED24EH6200QC,24,LED,77,5
kogan,KALED24RT9220SVA,24,LED,70,5.5
kogan,KALED24EH7520SVA,24,LED,84,5
kogan,LE-24T1,24,LED,70,5.5
kogan,KALED24DH5200VA,24,LED,70,5.5
kogan,KALED24EH7500SVA,24,LED,84,5
kogan,KALED24EH6300NA,24,LED,83,5
kogan,KALED24EH6300NB,24,LED,83,5
kogan,KALED24EH6300NC,24,LED,83,5
kogan,KALED24EH6300ND,24,LED,83,5
kogan,D236GD064C-T2C,24,LED,83,5
kogan,KALED24*,24,LED,83,5
kogan,KAL24DH5300QA,24,LED,96,4.5
kogan,KALED24EH7510SPA,24,LCD,100,4
kogan,KALED32F98VA,31,LED,152,4
kogan,KALED32F98VB,31,LED,152,4
kogan,KALED32F98VC,31,LED,152,4
kogan,KALED32F98 series,31,LED,152,4
kogan,KALED32RH9210STA,31,LED,104,6
kogan,KALED32RH9220STA,31,LED,104,6
kogan,KALED32RH9210STB,31,LED,104,6
kogan,KALED32RH9220STB,31,LED,104,6
kogan,KALED32RH9310STA,31,LED,104,6
kogan,KALED32RH9510STA,31,LED,104,6
kogan,KALED32RH9320STA,31,LED,104,6
kogan,KALED32F98TA,31,LED,104,6
kogan,KALED32F98TB,31,LED,104,6
kogan,KALED32F98TC,31,LED,104,6
kogan,KALED32F98TD,31,LED,104,6
kogan,KALED32F98TE,31,LED,104,6
kogan,KALED32R95TA,31,LED,104,6
kogan,KALED32R95TB,31,LED,104,6
kogan,KALED32R95TC,31,LED,104,6
kogan,KALED32R95TD,31,LED,104,6
kogan,KALED32R95TE,31,LED,104,6
kogan,KALED32R95T*,31,LED,104,6
kogan,KALED32R98VA,31,LED,145,4.5
kogan,KALED32R98VB,31,LED,145,4.5
kogan,KALED32R98VC,31,LED,145,4.5
kogan,KALED32D96SQA,32,LED,131,5
kogan,KALED32D96SQB,32,LED,131,5
kogan,KALED32D96SQC,32,LED,131,5
kogan,KALED32D96SQD,32,LED,131,5
kogan,**********32**********,32,LED,131,5
kogan,KALED32RH9000SUA,32,LED,116,5.5
kogan,KALED32D95SNA,32,LCD,131,5
kogan,KALED32D95SNB,32,LCD,131,5
kogan,KALED32D95SNC,32,LCD,131,5
kogan,KALED32D95SND,32,LCD,131,5
kogan,KALED32D95SNE,32,LCD,131,5
kogan,D32GV66C-T2C-W,32,LCD,131,5
kogan,*32*,32,LCD,131,5
kogan,KALED32AH7510SVA,32,LED,119,5
kogan,KALED32RT9220SVA,32,LED,110,5.5
kogan,KALED32EH7520SVA,32,LED,110,5.5
kogan,LE-32T1,32,LED,110,5.5
kogan,KALED32QH6200VA,32,LED,110,5.5
kogan,KALED32R94KA,32,LED,130,5
kogan,KALED32R94KB,32,LED,130,5
kogan,KALED32R94KC,32,LED,130,5
kogan,KALED32T96QA,32,LED,145,4.5
kogan,KALED32T96QB,32,LED,145,4.5
kogan,KALED32T96QC,32,LED,145,4.5
kogan,KALED32T96QD,32,LED,145,4.5
kogan,KALED32T96Q*,32,LED,145,4.5
kogan,KALED40RF9210STA,39,LED,148,6
kogan,KALED40RF9220STA,39,LED,148,6
kogan,KALED40RF9220STB,39,LED,149,6
kogan,KALED40RF9210STB,39,LED,149,6
kogan,KALED40F98TA,39,LED,149,6
kogan,KALED40F98TB,39,LED,149,6
kogan,KALED40F98TC,39,LED,149,6
kogan,KALED40F98TD,39,LED,149,6
kogan,KALED40F98TE,39,LED,149,6
kogan,KALED40R93STA,39,LED,149,6
kogan,KALED40R93STB,39,LED,149,6
kogan,KALED40R93STC,39,LED,149,6
kogan,KALED40R93STD,39,LED,149,6
kogan,KALED40R93STE,39,LED,149,6
kogan,KALED40R95TA,39,LED,148,6
kogan,KALED40R95TB,39,LED,148,6
kogan,KALED40R95TC,39,LED,148,6
kogan,KALED40R95TD,39,LED,148,6
kogan,KALED40R95TE,39,LED,148,6
kogan,KALED40R95T*,39,LED,148,6
kogan,KALED40GF7500VA,40,LED,178,5
kogan,KALED40RT9220SVA,40,LED,151,6
kogan,KALED40RT9220SVB,40,LED,151,6
kogan,KALED40RT9220SVC,40,LED,151,6
kogan,KALED40RT9220SVD,40,LED,151,6
kogan,*****40*****,40,LED,151,6
kogan,LE-40T1,40,LED,151,6
kogan,KALED40GF7600VA,40,LED,151,6
kogan,KALED40GF7400GA,40,LED,148,6
kogan,KALED40R94KA,40,LED,158,5.5
kogan,KALED40R94KB,40,LED,158,5.5
kogan,KALED40R94KC,40,LED,158,5.5
kogan,KALED40F98VA,40,LED,210,4.5
kogan,KALED40F98VB,40,LED,210,4.5
kogan,KALED40F98VC,40,LED,210,4.5
kogan,KALED42T96QA,41,LED,205,5
kogan,KALED42T96QB,41,LED,205,5
kogan,KALED42T96QC,41,LED,205,5
kogan,KALED42T96QD,41,LED,205,5
kogan,KALED42T96Q*,41,LED,205,5
kogan,KALED42RF9220STA,41,LED,155,6
kogan,KALED42RF9230STA,41,LED,155,6
kogan,KALED42F98TA,41,LED,163,6
kogan,KALED42F98TB,41,LED,163,6
kogan,KALED42F98TC,41,LED,163,6
kogan,KALED42F98TD,41,LED,163,6
kogan,KALED42F98TE,41,LED,163,6
kogan,KALED42F98TF,41,LED,163,6
kogan,KALED42F98T*,41,LED,163,6
kogan,KALED42RT9220SVA,42,LED,159,6
kogan,KALED42RF7510SPA,42,LED,180,5.5
kogan,KALED42RF7510SPB,42,LED,180,5.5
kogan,KALED42RF7510SPC,42,LED,180,5.5
kogan,KALED42RF7510SPD,42,LED,180,5.5
kogan,KALED42RF7510SP*,42,LED,180,5.5
kogan,KALED43XU9210STA,42,LED,258,4
kogan,KALED43XT9310STB,42,LED,265,4
kogan,KALED43RF9820STA,42,LED,203,5
kogan,KALED43RF9820STB,42,LED,203,5
kogan,KALED43RF9820STC,42,LED,203,5
kogan,KALED43RF9820STD,42,LED,203,5
kogan,KALED43RF9820STE,42,LED,203,5
kogan,KALED43R95TA,42,LED,214,5
kogan,KALED43R95TB,42,LED,214,5
kogan,KALED43R95TC,42,LED,214,5
kogan,KALED43R95TD,42,LED,214,5
kogan,KALED43R95TE,42,LED,214,5
kogan,KALED43R95T*,42,LED,214,5
kogan,KALED43RF9100SUA,42,LED,223,4.5
kogan,KALED43F98VA,42,LED,229,4.5
kogan,KALED43F98VB,42,LED,229,4.5
kogan,KALED43F98VC,42,LED,229,4.5
kogan,KAQL43XQ98GSVA,42,LED,338,3
kogan,KAQL43XQ98GSVB,42,LED,338,3
kogan,KAQL43XQ98GSVC,42,LED,338,3
kogan,KALED43XT9610STA,42,LCD,240,4.5
kogan,KAQLED43XQ98JSTA,42,LED,353,2.5
kogan,KAQLED43XQ98JSTB,42,LED,353,2.5
kogan,KAQLED43XQ98JSTC,42,LED,353,2.5
kogan,KAQLED43XQ98JSTD,42,LED,353,2.5
kogan,KAQLED43XQ98JSTE,42,LED,353,2.5
kogan,KALED43RF9000SUA,43,LED,185,5.5
kogan,KALED43JU8300GA,43,LED,184,5.5
kogan,KALED43RT9220SVA,43,LED,194,5.5
kogan,KALED43RT9220SVB,43,LED,194,5.5
kogan,KALED43RT9220SVC,43,LED,194,5.5
kogan,KALED43RT9220SVD,43,LED,194,5.5
kogan,LE-43series,43,LED,194,5.5
kogan,KALED43U94VA,43,LED,221,4.5
kogan,KALED43U94VB,43,LED,221,4.5
kogan,KALED43U94VC,43,LED,221,4.5
kogan,KALED43U94V*,43,LED,221,4.5
kogan,KALED43JU8400VA,43,LED,188,5.5
kogan,KAOD48X98JSTA,48,OLED,331,4
kogan,KAOD48X98JSTB,48,OLED,331,4
kogan,KAOD48X98JSTC,48,OLED,331,4
kogan,KAOD48X98JSTD,48,OLED,331,4
kogan,KAOD48X98JSTE,48,OLED,331,4
kogan,KAOD48X98JST*,48,OLED,331,4
kogan,KAQLED50XT9510STA,49,LCD,313,4.5
kogan,KALED50XU9210STB,49,LED,258,5
kogan,KALED50RU8020STA,49,LED,247,5.5
kogan,KALED50XU9220STA,49,LED,258,5
kogan,KALED50XT9310STB,49,LED,305,4.5
kogan,KALED50XU9220STB,49,LED,283,5
kogan,KALED50XU9210STC,49,LED,283,5
kogan,KALED50XU9210STD,49,LED,284,5
kogan,KALED50XU9220STC,49,LED,284,5
kogan,KAQLED50XQ9610STA,49,LED,331,4
kogan,KALED50XU9220STD,49,LED,284,5
kogan,KALED50XU9220STE,49,LED,284,5
kogan,KALED50RN9220STA,49,LED,277,5
kogan,KALED50RN9220STB,49,LED,277,5
kogan,KALED50RN9220STC,49,LED,277,5
kogan,KALED50RN9220STD,49,LED,277,5
kogan,KAQLED50XQ98JSTA,49,LED,382,3.5
kogan,KAQLED50XQ98JSTB,49,LED,382,3.5
kogan,KAQLED50XQ98JSTC,49,LED,382,3.5
kogan,KAQLED50XQ98JSTD,49,LED,382,3.5
kogan,KALED50U94TA,49,LED,276,5
kogan,KALED50U94TB,49,LED,276,5
kogan,KALED50U94TC,49,LED,276,5
kogan,KALED50U94TD,49,LED,276,5
kogan,KALED50U94TE,49,LED,276,5
kogan,KALED50R93STA,49,LED,276,5
kogan,KALED50R93STB,49,LED,276,5
kogan,KALED50R93STC,49,LED,276,5
kogan,KALED50R93STD,49,LED,276,5
kogan,KALED50R93STE,49,LED,276,5
kogan,KAQL50XQ98GSVA,49,LED,396,3.5
kogan,KALED50R95TA,49,LED,284,5
kogan,KALED50R95TB,49,LED,284,5
kogan,KALED50R95TC,49,LED,284,5
kogan,KALED50R95TD,49,LED,284,5
kogan,KALED50R95TE,49,LED,284,5
kogan,KALED50R95T*,49,LED,284,5
kogan,KAQL50W94QA,50,LED,398,3.5
kogan,KAQL50W94QB,50,LED,398,3.5
kogan,KAQL50W94QC,50,LED,398,3.5
kogan,KAQL50W94QD,50,LED,398,3.5
kogan,KAQL50W94QE,50,LED,398,3.5
kogan,KAQL50W94QF,50,LED,398,3.5
kogan,KALED50T96QA,50,LED,395,3.5
kogan,KALED50T96QB,50,LED,395,3.5
kogan,KALED50T96QC,50,LED,395,3.5
kogan,KAQL50T96QA,50,LED,395,3.5
kogan,KAQL50T96QB,50,LED,395,3.5
kogan,KAQL50T96QC,50,LED,395,3.5
kogan,KALED50JU8300VA,50,LED,261,5
kogan,KALED50RU9210SUA,50,LED,290,4.5
kogan,KALED50RU9220SUA,50,LED,290,4.5
kogan,KALED50NU8030SVA,50,LED,260,5
kogan,KALED50RT9220SVA,50,LED,210,6
kogan,KALED50RT9220SVB,50,LED,210,6
kogan,KALED50RT9220SVC,50,LED,210,6
kogan,KALED50RT9220SVD,50,LED,210,6
kogan,LE-50series,50,LED,210,6
kogan,KALED50U94VA,50,LED,210,6
kogan,KALED50U94VB,50,LED,210,6
kogan,KALED50U94VC,50,LED,210,6
kogan,KALED50U94V*,50,LED,210,6
kogan,KALED50R94KA,50,LED,285,5
kogan,KALED50R94KB,50,LED,285,5
kogan,KALED50R94KC,50,LED,285,5
kogan,KALED50R94KD,50,LED,285,5
kogan,KALED50R94****,50,LED,285,5
kogan,KAQL50R96KA,50,LED,250,5.5
kogan,KALED55R94KA,55,LED,295,5.5
kogan,KALED55R94KB,55,LED,295,5.5
kogan,KALED55R94KC,55,LED,295,5.5
kogan,KALED55R94KD,55,LED,295,5.5
kogan,KALED55R94****,55,LED,295,5.5
kogan,KAOLED55X2SKA,55,OLED,424,4
kogan,KALED55U94VA,55,LED,375,4.5
kogan,KALED55U94VB,55,LED,375,4.5
kogan,KALED55U94VC,55,LED,375,4.5
kogan,KALED55U94V Series,55,LED,375,4.5
kogan,KAQLED55XQ9610STA,55,LCD,415,4
kogan,KALED55XU9220STA,55,LED,320,5
kogan,KALED55XU9220STB,55,LED,338,5
kogan,KALED55XU9210STC,55,LED,338,5
kogan,KAQLED55XT9510STB,55,LED,441,3.5
kogan,KAQLED55XQ98JSTA,55,LED,339,5
kogan,KAQLED55XQ98JSTB,55,LED,339,5
kogan,KAQLED55XQ98JSTC,55,LED,339,5
kogan,KAQLED55XQ98JSTD,55,LED,339,5
kogan,KALED55R95TA,55,LED,302,5.5
kogan,KALED55R95TB,55,LED,302,5.5
kogan,KALED55R95TC,55,LED,302,5.5
kogan,KALED55R95TD,55,LED,302,5.5
kogan,KALED55R95TE,55,LED,302,5.5
kogan,KALED55R95T*,55,LED,302,5.5
kogan,KAQL55XQ98GSVA,55,LED,475,3.5
kogan,KALED55TU9220SKA,55,LED,260,6
kogan,KALED55TU9210SKA,55,LED,260,6
kogan,KALED55TU****SKA,55,LED,260,6
kogan,KAQL55W94QA,55,LED,427,4
kogan,KAQL55W94QB,55,LED,427,4
kogan,KAQL55W94QC,55,LED,427,4
kogan,KAQL55W94QD,55,LED,427,4
kogan,KAQL55W94QE,55,LED,427,4
kogan,KAQL55W94QF,55,LED,427,4
kogan,KALED55T96QA,55,LED,425,4
kogan,KALED55T96QB,55,LED,425,4
kogan,KALED55T96QC,55,LED,425,4
kogan,KAQL55T96QA,55,LED,425,4
kogan,KAQL55T96QB,55,LED,425,4
kogan,KAQL55T96QC,55,LED,425,4
kogan,KALED55NU8020SZA,55,LED,270,6
kogan,KALED55RT9220SVA,55,LED,320,5
kogan,LE-55N3,55,LED,320,5
kogan,LE-55N1,55,LED,320,5
kogan,LE-55S1,55,LED,320,5
kogan,LE-55E1,55,LED,320,5
kogan,LE-55F3,55,LED,320,5
kogan,KALED55XG9410SKA,55,LED,330,5
kogan,LE-55 series,55,LED,320,5
kogan,KAQLED55RQ9510SVA,55,LED,247,6
kogan,KAQLED55RQ9510SVB,55,LED,247,6
kogan,KAQLED55RQ9510SVC,55,LED,247,6
kogan,KAQLED55RQ9510SVD,55,LED,247,6
kogan,LE-55series,55,LED,247,6
kogan,KALED55RT9230SVA,55,LED,247,6
kogan,KALED55U94TA,55,LED,302,5.5
kogan,KALED55U94TB,55,LED,302,5.5
kogan,KALED55U94TC,55,LED,302,5.5
kogan,KALED55U94TD,55,LED,302,5.5
kogan,KALED55U94TE,55,LED,302,5.5
kogan,KALED55R93STA,55,LED,302,5.5
kogan,KALED55R93STB,55,LED,302,5.5
kogan,KALED55R93STC,55,LED,302,5.5
kogan,KALED55R93STD,55,LED,302,5.5
kogan,KALED55R93STE,55,LED,302,5.5
kogan,KAQL55XQ98GSTA,55,LED,378,4.5
kogan,KAQL55XQ98GSTB,55,LED,378,4.5
kogan,KAQL55XQ98GSTC,55,LED,378,4.5
kogan,KAQL55XQ98GSTD,55,LED,378,4.5
kogan,KAQL55XQ98GSTE,55,LED,378,4.5
kogan,KAQL55XQ98GST*,55,LED,378,4.5
kogan,KAQL55R96KA,55,LED,280,5.5
kogan,KAOD55X98JSTA,55,OLED,378,4.5
kogan,KAOD55X98JSTB,55,OLED,378,4.5
kogan,KAOD55X98JSTC,55,OLED,378,4.5
kogan,KAOD55X98JSTD,55,OLED,378,4.5
kogan,KAOD55X98JSTE,55,OLED,378,4.5
kogan,KAOD55X98JST*,55,OLED,378,4.5
kogan,KALED58XU9230STA,57,LED,448,4
kogan,KALED58TU9220SKA,58,LED,336,5.5
kogan,KALED58TU9210SKA,58,LED,336,5.5
kogan,KALED58TU****SKA,58,LED,336,5.5
kogan,KALED58RT9220SVA,58,LED,271,6
kogan,KALED58RT9220SVB,58,LED,271,6
kogan,KALED58RT9220SVC,58,LED,271,6
kogan,KALED58RT9220SVD,58,LED,271,6
kogan,LE-58series,58,LED,271,6
kogan,KALED58TU9420SKA,58,LED,410,4.5
kogan,KALED58RU9210SUB,58,LED,420,4.5
kogan,KALED58RU9210SUC,58,LED,420,4.5
kogan,KALED58RU9210SUB    KALED58RU9210SUC,58,LED,420,4.5
kogan,KALED60U93NA,60,LCD,405,5
kogan,KALED60U93NB,60,LCD,405,5
kogan,*60*,60,LCD,405,5
kogan,KALED60U93NC,60,LCD,405,5
kogan,KALED60U93ND,60,LCD,405,5
kogan,D60S218-U-T2-W,60,LCD,405,5
kogan,KALED65RU9210SUA,64,LED,520,4.5
kogan,65B96,64,LED,520,4.5
kogan,KALED65RU9210SUB,64,LED,520,4.5
kogan,KALED65RF9100SUA,64,LED,520,4.5
kogan,65F9,64,LED,520,4.5
kogan,KALED65U94TA,64,LED,404,5.5
kogan,KALED65U94TB,64,LED,404,5.5
kogan,KALED65U94TC,64,LED,404,5.5
kogan,KALED65U94TD,64,LED,404,5.5
kogan,KALED65U94TE,64,LED,404,5.5
kogan,KALED65XU9220STA,64,LCD,382,5.5
kogan,KAQLED65XQ9610STA,64,LCD,572,4
kogan,KALED65XU9250STA,64,LED,426,5
kogan,KALED65XU9250STB,64,LED,426,5
kogan,KALED65XU9210STB,64,LED,514,4.5
kogan,KAQLED65XQ9510STA,64,LED,536,4
kogan,KAQLED65XQ9610STB,64,LED,572,4
kogan,KAQLED65XQ98JSTA,64,LED,579,4
kogan,KAQLED65XQ98JSTB,64,LED,579,4
kogan,KAQLED65XQ98JSTC,64,LED,579,4
kogan,KAQLED65XQ98JSTD,64,LED,579,4
kogan,KALED65XU9220STB,64,LED,404,5.5
kogan,KALED65XU9220STC,64,LED,404,5.5
kogan,KALED65XU9220STD,64,LED,404,5.5
kogan,KALED65XU9220STE,64,LED,404,5.5
kogan,KALED65XU9220STF,64,LED,404,5.5
